condition,value,count,mean_1h,median_1h,std_1h,positive_pct_1h,samples_1h,mean_6h,median_6h,std_6h,positive_pct_6h,samples_6h,mean_24h,median_24h,std_24h,positive_pct_24h,samples_24h
time_category,MARKET_HOURS,24,0.14497132422496178,0.11679597977811584,0.6231637362423244,57.14285714285714,14,0.0781954887218017,0.0781954887218017,,100.0,1,-3.9574180956871943,-4.478448124934334,3.8624985335364195,28.57142857142857,7
time_category,PRE_MARKET,15,-0.4574184227381948,-0.19779094131195527,1.4871023508385415,50.0,10,0.4610902875198663,0.874101634920367,1.5108900496888253,66.66666666666666,6,1.0793067887455317,0.13906415406357797,2.1210753518057337,50.0,8
time_category,AFTER_HOURS,12,-0.22032439522343825,-0.1523519329651462,1.3655364542366923,42.857142857142854,7,0.22656295999900428,0.6244611894411174,1.411928665496056,75.0,4,1.1295712739533186,1.6190505229136645,1.8144868128645373,71.42857142857143,7
time_category,OVERNIGHT,33,1.1420773754957012,1.0060548168918564,1.904617723057983,75.0,16,0.7695204954495443,1.3796532222981783,3.537973998455925,55.55555555555556,9,-0.14528336098330621,-1.1295904894507809,3.369832587947587,41.66666666666667,12
time_category,WEEKEND,40,0.0930353175296416,-0.10100235697344986,1.2172341691206603,50.0,20,-0.3305797183427565,-0.4180411784779804,2.7824460493508227,30.0,10,-1.1297360324990893,-0.6091278259288414,3.60803519426991,33.33333333333333,21
